Identificador do Aluno,Nome do Aluno,Idade,Gênero,Ano Escolar,Você pratica xadrez regularmente?,Há quanto tempo você joga xadrez?,Qual foi sua média geral nas últimas três avaliações escolares?,Qual foi sua nota na última prova de Matemática?,Qual foi sua nota na última prova de Língua Portuguesa?
1215,Fernando Queiroz,8,Masculino,3º Ano,Não,Nunca,7.81,5.61,7.09
1216,Natália Ibarra,7,Feminino,2º Ano,Sim,mais de 1 ano,7.52,6.84,8.43
1217,Laura Fernandes,15,Feminino,10º Ano,Sim,mais de 1 ano,5.97,9.11,7.81
1218,João Júnior,13,Masculino,8º Ano,Não,Nunca,9.84,6.67,9.73
1219,Sofia Queiroz,6,Feminino,1º Ano,Não,Nunca,7.75,8.38,6.41
1220,Isabela Silva,10,Feminino,5º Ano,Não,Nunca,8.15,8.41,5.47
1221,Rafael Júnior,9,Masculino,4º Ano,Sim,Nunca,8.7,8.57,6.12
1222,Marcos Martins,16,Masculino,6º Ano,Não,Nunca,8.88,5.38,9.22
1223,Sofia Barbosa,14,Feminino,9º Ano,Sim,mais de 1 ano,9.15,7.03,8.38
1224,Elisa Barbosa,17,Feminino,7º Ano,Não,Nunca,6.57,7.76,7.44
1225,Henrique Barbosa,13,Masculino,8º Ano,Não,Nunca,8.88,8.57,9.83
1226,João Queiroz,15,Masculino,10º Ano,Não,Nunca,8.52,9.73,6.32
1227,Laura Nogueira,7,Feminino,2º Ano,Não,Nunca,7.5,5.67,6.05
1228,Carla Vieira,9,Feminino,4º Ano,Sim,mais de 1 ano,5.35,5.32,7.43
1229,Patrícia Lima,13,Feminino,8º Ano,Não,Nunca,6.32,5.41,8.95
1230,Otávio Pereira,15,Masculino,10º Ano,Não,Nunca,9.4,6.15,8.55
1231,Zeca Lima,7,Masculino,2º Ano,Não,Nunca,9.07,5.83,9.22
1232,Laura Vieira,15,Feminino,10º Ano,Sim,mais de 1 ano,7.6,8.05,6.14
1233,Rafael Teixeira,10,Masculino,5º Ano,Não,Nunca,7.26,7.77,9.28
1234,Bruno Martins,10,Masculino,5º Ano,Não,Nunca,5.46,8.21,9.05
1235,Henrique Costa,6,Masculino,1º Ano,Não,Nunca,7.6,9.55,8.26
1236,Rafael Nogueira,7,Masculino,2º Ano,Não,Nunca,7.21,5.27,6.34
1237,Diego Henrique,6,Masculino,1º Ano,Não,Nunca,5.84,7.98,6.41
1238,Tiago Henrique,18,Masculino,8º Ano,Não,Nunca,7.22,9.12,6.23
1239,Vivian Pereira,17,Feminino,7º Ano,Não,Nunca,9.34,9.36,8.2
1240,Vivian Costa,13,Feminino,8º Ano,Não,Nunca,8.77,9.02,9.22
1241,Sofia Silva,14,Feminino,9º Ano,Sim,mais de 1 ano,7.38,8.26,9.53
1242,Vivian Silva,8,Feminino,3º Ano,Não,Nunca,6.93,9.86,7.95
1243,Ana Gomes,18,Feminino,8º Ano,Sim,mais de 1 ano,7.84,7.74,5.04
1244,Vivian Pereira,6,Feminino,1º Ano,Não,Nunca,7.98,9.64,5.87
1245,Ana Gomes,9,Feminino,4º Ano,Não,Nunca,9.5,7.22,5.6
1246,Bruno Lima,10,Masculino,5º Ano,Não,Nunca,9.19,6.1,7.8
1247,Rafael Queiroz,18,Masculino,8º Ano,Não,Nunca,5.67,6.93,9.74
1248,Henrique Fernandes,6,Masculino,1º Ano,Não,Nunca,6.62,5.15,5.58
1249,Vivian Henrique,14,Feminino,9º Ano,Sim,mais de 1 ano,5.84,7.41,6.0
1250,Fernando Vieira,17,Masculino,7º Ano,Não,Nunca,5.04,8.49,5.86
1251,Marcos Júnior,16,Masculino,6º Ano,Não,Nunca,5.42,6.07,9.31
1252,Fernando Vieira,10,Masculino,5º Ano,Não,Nunca,7.07,9.71,5.46
1253,Fernando Almeida,10,Masculino,5º Ano,Não,Nunca,5.63,5.96,6.51
1254,Sofia Henrique,17,Feminino,7º Ano,Não,Nunca,8.11,9.7,7.23
1255,Otávio Lima,11,Masculino,6º Ano,Não,Nunca,9.38,5.86,9.14
1256,Patrícia Fernandes,11,Feminino,6º Ano,Não,Nunca,8.33,5.45,6.32
1257,Ana Zanetti,17,Feminino,7º Ano,Não,Nunca,8.43,8.31,7.94
1258,Elisa Vieira,7,Feminino,2º Ano,Não,Nunca,9.59,6.18,5.42
1259,Marcos Nogueira,10,Masculino,5º Ano,Não,Nunca,7.55,5.0,7.25
1260,Rafael Nogueira,15,Masculino,10º Ano,Não,Nunca,6.6,7.2,9.0
1261,Ana Lima,7,Feminino,2º Ano,Não,Nunca,8.2,7.59,9.35
1262,Ana Gomes,6,Feminino,1º Ano,Não,Nunca,9.56,8.44,8.27
1263,Natália Lima,13,Feminino,8º Ano,Não,Nunca,8.21,8.59,7.97
1264,Patrícia Barbosa,15,Feminino,10º Ano,Não,Nunca,6.73,9.29,6.88
1265,Diego Dias,8,Masculino,3º Ano,Não,Nunca,8.93,7.3,9.42
1266,Carla Ramos,9,Feminino,4º Ano,Não,Nunca,8.73,9.17,8.68
1267,Otávio Dias,15,Masculino,10º Ano,Não,Nunca,9.41,5.38,9.59
1268,Fernando Dias,9,Masculino,4º Ano,Sim,Nunca,9.3,5.1,9.62
1269,Vivian Zanetti,18,Feminino,8º Ano,Não,Nunca,7.51,5.25,6.81
1270,Henrique Almeida,18,Masculino,8º Ano,Não,Nunca,9.58,8.69,7.66
1271,Isabela Nogueira,17,Feminino,7º Ano,Não,Nunca,6.51,5.51,9.46
1272,Tiago Barbosa,12,Masculino,7º Ano,Não,Nunca,8.4,9.12,8.18
1273,Ana Costa,15,Feminino,10º Ano,Não,Nunca,8.93,6.4,5.18
1274,Marcos Costa,10,Masculino,5º Ano,Sim,mais de 1 ano,6.83,5.64,5.19
1275,Ana Oliveira,7,Feminino,2º Ano,Não,Nunca,9.71,7.73,6.52
1276,Zeca Oliveira,12,Masculino,7º Ano,Não,Nunca,8.34,6.5,8.04
1277,Fernando Gomes,16,Masculino,6º Ano,Sim,mais de 1 ano,9.81,7.24,5.73
1278,Gabriela Vieira,11,Feminino,6º Ano,Sim,Nunca,5.36,6.39,6.41
1279,Gabriela Silva,11,Feminino,6º Ano,Não,Nunca,8.51,5.95,7.85
1280,Henrique Gomes,10,Masculino,5º Ano,Não,Nunca,8.04,7.13,9.74
1281,Natália Dias,9,Feminino,4º Ano,Sim,mais de 1 ano,9.6,8.21,7.43
1282,Diego Oliveira,13,Masculino,8º Ano,Não,Nunca,7.25,5.91,6.87
1283,Diego Zanetti,9,Masculino,4º Ano,Não,Nunca,9.68,7.17,8.02
1284,Marcos Silva,9,Masculino,4º Ano,Não,Nunca,5.98,8.7,7.99
1285,Otávio Nogueira,13,Masculino,8º Ano,Não,Nunca,6.69,6.25,9.19
1286,Rafael Fernandes,15,Masculino,10º Ano,Sim,mais de 1 ano,8.49,6.85,5.71
1287,Bruno Silva,11,Masculino,6º Ano,Não,Nunca,9.5,5.99,5.99
1288,Rafael Martins,13,Masculino,8º Ano,Não,Nunca,5.1,7.64,6.2
1289,Otávio Vieira,9,Masculino,4º Ano,Não,Nunca,9.21,7.98,7.61
1290,Diego Dias,13,Masculino,8º Ano,Não,Nunca,6.31,9.3,6.82
1291,Rafael Teixeira,7,Masculino,2º Ano,Não,Nunca,6.51,9.72,5.04
1292,Sofia Teixeira,16,Feminino,6º Ano,Não,Nunca,7.73,6.74,5.3
1293,Vivian Costa,12,Feminino,7º Ano,Não,Nunca,5.41,9.88,7.27
1294,Sofia Vieira,10,Feminino,5º Ano,Não,Nunca,7.71,9.09,7.47
1295,Zeca Queiroz,9,Masculino,4º Ano,Não,Nunca,8.19,7.35,6.49
1296,Elisa Ibarra,15,Feminino,10º Ano,Não,Nunca,6.51,7.3,5.51
1297,Bruno Nogueira,11,Masculino,6º Ano,Não,Nunca,9.78,5.51,9.35
1298,Ana Teixeira,14,Feminino,9º Ano,Não,Nunca,5.43,9.35,6.48
1299,Tiago Ramos,18,Masculino,8º Ano,Sim,mais de 1 ano,8.02,7.65,5.01
1300,Marcos Zanetti,16,Masculino,6º Ano,Não,Nunca,8.08,9.62,6.81
1301,Zeca Oliveira,12,Masculino,7º Ano,Não,Nunca,5.49,9.26,5.49
1302,Otávio Dias,12,Masculino,7º Ano,Não,Nunca,8.21,9.45,7.83
1303,Patrícia Martins,12,Feminino,7º Ano,Sim,mais de 1 ano,9.43,7.84,8.99
1304,Patrícia Ramos,12,Feminino,7º Ano,Não,Nunca,8.44,8.95,6.55
1305,Ana Queiroz,11,Feminino,6º Ano,Sim,Nunca,7.33,6.22,5.97
1306,João Almeida,16,Masculino,6º Ano,Não,Nunca,6.97,5.98,6.54
1307,Carla Júnior,15,Feminino,10º Ano,Não,Nunca,6.46,5.07,8.07
1308,Fernando Silva,13,Masculino,8º Ano,Não,Nunca,5.28,6.01,7.22
1309,Bruno Costa,13,Masculino,8º Ano,Não,Nunca,8.96,7.76,9.32
1310,Patrícia Vieira,12,Feminino,7º Ano,Não,Nunca,9.54,6.33,6.69
1311,Otávio Vieira,11,Masculino,6º Ano,Não,Nunca,8.78,5.48,8.16
1312,Laura Pereira,15,Feminino,10º Ano,Não,Nunca,5.81,8.53,8.21
1313,Bruno Silva,11,Masculino,6º Ano,Sim,Nunca,9.62,6.54,6.5
1314,Laura Silva,17,Feminino,7º Ano,Sim,mais de 1 ano,9.18,8.81,6.94
1315,Henrique Gomes,14,Masculino,9º Ano,Não,Nunca,7.54,9.55,8.6
1316,Laura Teixeira,17,Feminino,7º Ano,Não,Nunca,9.38,7.83,9.92
1317,Tiago Barbosa,8,Masculino,3º Ano,Não,Nunca,6.91,6.97,7.1
1318,Bruno Oliveira,18,Masculino,8º Ano,Não,Nunca,5.37,9.33,9.1
1319,Ana Barbosa,10,Feminino,5º Ano,Não,Nunca,6.97,5.13,6.92
1320,Elisa Ramos,9,Feminino,4º Ano,Não,Nunca,6.7,5.31,9.57
1321,Laura Zanetti,17,Feminino,7º Ano,Não,Nunca,8.98,9.23,6.66
1322,Vivian Vieira,18,Feminino,8º Ano,Não,Nunca,8.82,9.33,7.82
1323,Rafael Almeida,18,Masculino,8º Ano,Não,Nunca,9.9,5.31,6.64
1324,Ana Zanetti,11,Feminino,6º Ano,Sim,Nunca,9.48,7.5,6.17
1325,Otávio Vieira,18,Masculino,8º Ano,Não,Nunca,8.85,6.91,7.5
1326,Natália Fernandes,6,Feminino,1º Ano,Sim,Nunca,8.65,7.29,8.1
1327,Natália Henrique,9,Feminino,4º Ano,Não,Nunca,9.6,9.17,6.66
1328,Gabriela Costa,10,Feminino,5º Ano,Sim,Nunca,8.43,8.54,7.39
1329,Isabela Dias,17,Feminino,7º Ano,Não,Nunca,8.65,9.61,5.97
1330,Patrícia Nogueira,7,Feminino,2º Ano,Não,Nunca,7.94,9.97,9.21
1331,Isabela Teixeira,16,Feminino,6º Ano,Não,Nunca,6.2,5.45,8.82
1332,Isabela Almeida,17,Feminino,7º Ano,Sim,mais de 1 ano,9.34,5.14,9.11
1333,Patrícia Júnior,16,Feminino,6º Ano,Não,Nunca,9.84,5.11,8.12
1334,Henrique Pereira,12,Masculino,7º Ano,Sim,Nunca,5.29,7.2,7.37
1335,Laura Fernandes,15,Feminino,10º Ano,Não,Nunca,6.39,6.5,7.09
1336,Gabriela Gomes,15,Feminino,10º Ano,Não,Nunca,6.8,7.2,5.05
1337,Rafael Lima,12,Masculino,7º Ano,Não,Nunca,5.52,9.48,8.18
1338,João Barbosa,18,Masculino,8º Ano,Não,Nunca,9.68,9.61,7.0
1339,Vivian Teixeira,10,Feminino,5º Ano,Sim,Nunca,8.44,7.19,6.66
1340,Elisa Fernandes,9,Feminino,4º Ano,Não,Nunca,6.72,6.44,8.32
1341,Zeca Lima,15,Masculino,10º Ano,Sim,Nunca,9.67,6.91,6.67
1342,Gabriela Zanetti,18,Feminino,8º Ano,Não,Nunca,5.55,8.22,7.3
1343,Fernando Ramos,17,Masculino,7º Ano,Sim,mais de 1 ano,7.5,9.95,8.76
1344,Gabriela Zanetti,13,Feminino,8º Ano,Não,Nunca,9.37,7.23,6.93
1345,Marcos Queiroz,16,Masculino,6º Ano,Não,Nunca,8.27,7.46,8.65
1346,Carla Oliveira,10,Feminino,5º Ano,Não,Nunca,8.65,6.13,7.47
1347,Tiago Oliveira,9,Masculino,4º Ano,Não,Nunca,6.01,8.95,6.72
1348,Otávio Zanetti,11,Masculino,6º Ano,Não,Nunca,8.78,9.4,8.67
1349,Rafael Júnior,8,Masculino,3º Ano,Não,Nunca,7.64,6.18,8.26
1350,Natália Ibarra,9,Feminino,4º Ano,Não,Nunca,8.89,7.81,6.6
1351,Ana Nogueira,7,Feminino,2º Ano,Não,Nunca,6.42,6.69,5.77
1352,Diego Ramos,7,Masculino,2º Ano,Não,Nunca,8.08,8.91,6.2
1353,Tiago Pereira,9,Masculino,4º Ano,Não,Nunca,9.79,9.71,6.43
1354,Tiago Queiroz,8,Masculino,3º Ano,Não,Nunca,7.81,6.66,9.01
1355,Carla Pereira,9,Feminino,4º Ano,Não,Nunca,6.44,9.47,9.22
1356,Isabela Ramos,6,Feminino,1º Ano,Não,Nunca,6.77,8.47,6.1
1357,Sofia Barbosa,15,Feminino,10º Ano,Sim,mais de 1 ano,5.76,5.43,8.63
1358,Marcos Dias,15,Masculino,10º Ano,Sim,mais de 1 ano,6.06,6.91,7.32
1359,Marcos Teixeira,10,Masculino,5º Ano,Não,Nunca,7.19,5.45,5.67
1360,Isabela Zanetti,14,Feminino,9º Ano,Sim,mais de 1 ano,7.82,9.61,7.97
1361,Patrícia Teixeira,13,Feminino,8º Ano,Não,Nunca,7.21,6.81,9.05
1362,Elisa Oliveira,9,Feminino,4º Ano,Não,Nunca,8.07,6.89,8.81
1363,Patrícia Zanetti,6,Feminino,1º Ano,Sim,mais de 1 ano,8.07,8.04,9.99
1364,João Silva,14,Masculino,9º Ano,Não,Nunca,9.75,8.4,6.35
1365,Gabriela Queiroz,6,Feminino,1º Ano,Não,Nunca,6.13,6.67,5.37
1366,Diego Teixeira,9,Masculino,4º Ano,Não,Nunca,7.58,6.15,9.77
1367,Natália Júnior,15,Feminino,10º Ano,Não,Nunca,9.85,9.96,8.44
1368,Otávio Vieira,6,Masculino,1º Ano,Sim,mais de 1 ano,6.48,9.93,6.16
1369,Zeca Nogueira,17,Masculino,7º Ano,Não,Nunca,8.18,5.74,7.91
1370,Isabela Martins,9,Feminino,4º Ano,Não,Nunca,5.07,8.44,9.7
1371,Diego Júnior,18,Masculino,8º Ano,Não,Nunca,6.4,8.86,8.02
1372,Gabriela Almeida,12,Feminino,7º Ano,Não,Nunca,8.25,8.78,5.32
1373,João Martins,16,Masculino,6º Ano,Não,Nunca,6.72,7.58,6.02
1374,Carla Ibarra,18,Feminino,8º Ano,Não,Nunca,7.92,9.6,5.85
1375,Bruno Teixeira,6,Masculino,1º Ano,Não,Nunca,5.5,9.67,7.33
1376,Tiago Costa,18,Masculino,8º Ano,Sim,mais de 1 ano,8.57,9.6,7.86
1377,Diego Vieira,12,Masculino,7º Ano,Não,Nunca,9.76,9.77,7.9
1378,Diego Martins,6,Masculino,1º Ano,Não,Nunca,5.49,7.34,7.99
1379,Patrícia Pereira,13,Feminino,8º Ano,Não,Nunca,7.55,5.99,5.28
1380,Sofia Ibarra,12,Feminino,7º Ano,Não,Nunca,9.93,6.98,7.6
1381,Marcos Barbosa,17,Masculino,7º Ano,Não,Nunca,8.92,7.77,9.39
1382,Carla Ramos,6,Feminino,1º Ano,Não,Nunca,9.29,6.87,8.07
1383,Patrícia Ibarra,7,Feminino,2º Ano,Não,Nunca,9.55,8.09,6.7
1384,Ana Zanetti,8,Feminino,3º Ano,Não,Nunca,8.92,6.92,8.63
1385,Rafael Fernandes,17,Masculino,7º Ano,Não,Nunca,8.9,5.63,7.18
1386,Laura Pereira,18,Feminino,8º Ano,Sim,mais de 1 ano,5.94,7.07,9.48
1387,Marcos Barbosa,7,Masculino,2º Ano,Não,Nunca,7.09,6.52,7.28
1388,Laura Costa,18,Feminino,8º Ano,Sim,mais de 1 ano,8.67,9.38,5.27
1389,Diego Gomes,14,Masculino,9º Ano,Não,Nunca,7.04,8.55,7.77
1390,Laura Queiroz,11,Feminino,6º Ano,Sim,Nunca,8.99,5.94,8.21
1391,Laura Teixeira,12,Feminino,7º Ano,Não,Nunca,5.99,5.97,5.77
1392,Otávio Ibarra,14,Masculino,9º Ano,Não,Nunca,5.3,7.37,5.08
1393,Sofia Barbosa,17,Feminino,7º Ano,Não,Nunca,7.86,6.18,9.88
1394,Gabriela Queiroz,11,Feminino,6º Ano,Não,Nunca,6.4,5.36,9.52
1395,João Júnior,12,Masculino,7º Ano,Não,Nunca,9.94,8.7,9.76
1396,Isabela Zanetti,6,Feminino,1º Ano,Sim,mais de 1 ano,6.5,6.17,8.95
1397,João Teixeira,12,Masculino,7º Ano,Não,Nunca,9.94,5.03,7.98
1398,Rafael Pereira,16,Masculino,6º Ano,Não,Nunca,9.44,9.36,9.19
1399,João Silva,17,Masculino,7º Ano,Não,Nunca,6.11,5.61,9.65
1400,Henrique Vieira,16,Masculino,6º Ano,Não,Nunca,6.39,7.61,8.78
1401,Bruno Nogueira,8,Masculino,3º Ano,Sim,Nunca,9.34,7.19,6.11
1402,Patrícia Fernandes,8,Feminino,3º Ano,Não,Nunca,9.2,8.75,9.74
1403,Marcos Pereira,16,Masculino,6º Ano,Não,Nunca,6.38,5.66,8.4
1404,Otávio Lima,9,Masculino,4º Ano,Não,Nunca,7.71,9.08,9.97
1405,Tiago Costa,7,Masculino,2º Ano,Não,Nunca,7.16,6.78,7.56
1406,Marcos Barbosa,12,Masculino,7º Ano,Não,Nunca,6.44,7.19,6.33
1407,Marcos Vieira,8,Masculino,3º Ano,Sim,mais de 1 ano,9.41,7.59,8.17
1408,Patrícia Pereira,15,Feminino,10º Ano,Não,Nunca,7.99,7.82,8.63
1409,Sofia Gomes,14,Feminino,9º Ano,Não,Nunca,8.97,5.27,8.72
1410,Tiago Dias,13,Masculino,8º Ano,Sim,mais de 1 ano,5.05,5.6,7.28
1411,Zeca Silva,10,Masculino,5º Ano,Não,Nunca,6.79,6.7,6.12
1412,Henrique Henrique,11,Masculino,6º Ano,Não,Nunca,9.13,5.29,7.95
1413,Carla Almeida,13,Feminino,8º Ano,Não,Nunca,5.99,5.21,6.74
1414,Sofia Lima,10,Feminino,5º Ano,Não,Nunca,8.91,6.3,8.66
1415,Sofia Barbosa,7,Feminino,2º Ano,Não,Nunca,6.04,5.09,9.74
1416,Elisa Costa,10,Feminino,5º Ano,Sim,Nunca,7.27,5.34,5.59
1417,Tiago Lima,18,Masculino,8º Ano,Não,Nunca,8.39,7.0,6.45
1418,Gabriela Gomes,8,Feminino,3º Ano,Não,Nunca,7.93,6.16,6.7
1419,Isabela Júnior,11,Feminino,6º Ano,Sim,mais de 1 ano,9.71,5.16,5.38
1420,Zeca Ibarra,16,Masculino,6º Ano,Não,Nunca,7.78,8.6,6.49
1421,Gabriela Júnior,8,Feminino,3º Ano,Não,Nunca,6.12,9.16,7.88
1422,Marcos Ibarra,14,Masculino,9º Ano,Não,Nunca,9.85,6.34,7.58
1423,Tiago Teixeira,11,Masculino,6º Ano,Não,Nunca,5.81,9.37,5.66
1424,João Lima,13,Masculino,8º Ano,Não,Nunca,5.18,9.89,8.07
1425,Natália Fernandes,10,Feminino,5º Ano,Não,Nunca,5.34,9.23,9.22
1426,Otávio Júnior,11,Masculino,6º Ano,Não,Nunca,6.4,6.66,8.75
1427,Bruno Almeida,13,Masculino,8º Ano,Não,Nunca,8.28,5.93,8.85
1428,Patrícia Costa,8,Feminino,3º Ano,Não,Nunca,6.92,8.59,7.07
1429,Patrícia Oliveira,10,Feminino,5º Ano,Não,Nunca,7.42,6.73,7.33
1430,Marcos Dias,13,Masculino,8º Ano,Sim,mais de 1 ano,9.74,7.38,9.21
1431,Laura Martins,17,Feminino,7º Ano,Não,Nunca,9.29,7.2,9.35
1432,Rafael Teixeira,18,Masculino,8º Ano,Não,Nunca,8.3,6.47,7.34
1433,Diego Nogueira,18,Masculino,8º Ano,Não,Nunca,7.97,9.97,9.97
1434,João Ibarra,11,Masculino,6º Ano,Não,Nunca,8.68,6.92,5.7
1435,Henrique Zanetti,12,Masculino,7º Ano,Não,Nunca,5.37,7.76,9.32
1436,Sofia Martins,7,Feminino,2º Ano,Não,Nunca,5.76,5.27,8.8
1437,Henrique Henrique,7,Masculino,2º Ano,Não,Nunca,5.22,9.47,9.58
1438,Tiago Costa,14,Masculino,9º Ano,Não,Nunca,5.97,6.7,9.69
1439,Isabela Fernandes,13,Feminino,8º Ano,Não,Nunca,7.64,8.7,9.55
1440,Fernando Almeida,15,Masculino,10º Ano,Não,Nunca,7.5,5.88,7.44
1441,Diego Ramos,18,Masculino,8º Ano,Sim,mais de 1 ano,5.22,6.92,9.8
1442,Zeca Júnior,12,Masculino,7º Ano,Sim,Nunca,6.07,9.99,7.65
1443,Isabela Dias,7,Feminino,2º Ano,Não,Nunca,8.9,7.49,7.92
1444,Laura Zanetti,11,Feminino,6º Ano,Não,Nunca,6.37,8.38,7.71
1445,Tiago Oliveira,8,Masculino,3º Ano,Não,Nunca,7.24,9.22,8.64
1446,Isabela Barbosa,17,Feminino,7º Ano,Sim,mais de 1 ano,9.53,6.12,6.88
1447,Fernando Martins,18,Masculino,8º Ano,Não,Nunca,8.03,8.05,6.0
1448,Otávio Júnior,9,Masculino,4º Ano,Sim,Nunca,6.15,7.94,9.64
1449,Diego Júnior,15,Masculino,10º Ano,Não,Nunca,6.86,5.5,8.11
1450,Natália Barbosa,17,Feminino,7º Ano,Não,Nunca,6.87,5.51,8.95
1451,Tiago Barbosa,11,Masculino,6º Ano,Não,Nunca,5.0,7.21,6.5
1452,Vivian Zanetti,17,Feminino,7º Ano,Sim,mais de 1 ano,7.06,6.89,7.07
1453,Isabela Teixeira,10,Feminino,5º Ano,Não,Nunca,8.37,7.39,5.42
1454,Natália Pereira,13,Feminino,8º Ano,Não,Nunca,5.87,8.06,6.08
1455,Laura Costa,12,Feminino,7º Ano,Não,Nunca,9.06,5.69,9.33
1456,Rafael Costa,12,Masculino,7º Ano,Não,Nunca,9.25,5.56,9.01
1457,Laura Dias,13,Feminino,8º Ano,Não,Nunca,9.96,7.5,5.25
1458,João Almeida,11,Masculino,6º Ano,Não,Nunca,9.0,9.41,6.43
1459,Laura Dias,13,Feminino,8º Ano,Não,Nunca,8.0,8.92,5.97
1460,Sofia Lima,17,Feminino,7º Ano,Não,Nunca,5.86,8.9,5.63
1461,Henrique Ramos,16,Masculino,6º Ano,Não,Nunca,7.45,7.35,6.58
1462,Marcos Martins,17,Masculino,7º Ano,Não,Nunca,9.63,5.07,5.23
1463,Carla Pereira,11,Feminino,6º Ano,Não,Nunca,8.6,5.13,7.32
1464,Tiago Pereira,6,Masculino,1º Ano,Sim,mais de 1 ano,9.9,8.06,9.09
1465,Henrique Pereira,11,Masculino,6º Ano,Não,Nunca,5.77,8.14,8.79
1466,Diego Silva,18,Masculino,8º Ano,Não,Nunca,7.7,8.92,8.16
1467,Isabela Lima,16,Feminino,6º Ano,Não,Nunca,7.35,8.12,7.02
1468,Laura Vieira,11,Feminino,6º Ano,Sim,Nunca,6.59,8.24,5.51
1469,Elisa Barbosa,15,Feminino,10º Ano,Não,Nunca,6.9,6.94,9.59
1470,Carla Vieira,6,Feminino,1º Ano,Não,Nunca,9.24,9.59,9.22
1471,Natália Martins,13,Feminino,8º Ano,Não,Nunca,5.56,7.21,6.99
1472,Bruno Martins,12,Masculino,7º Ano,Não,Nunca,6.07,8.64,8.95
1473,Tiago Gomes,7,Masculino,2º Ano,Não,Nunca,7.75,8.69,8.12
1474,Otávio Queiroz,16,Masculino,6º Ano,Não,Nunca,5.85,5.22,5.67
1475,Marcos Dias,16,Masculino,6º Ano,Não,Nunca,7.82,7.88,8.45
1476,Carla Ibarra,14,Feminino,9º Ano,Não,Nunca,9.15,8.64,9.4
1477,Isabela Zanetti,18,Feminino,8º Ano,Não,Nunca,6.05,6.92,6.97
1478,Bruno Martins,9,Masculino,4º Ano,Não,Nunca,7.78,6.77,8.03
1479,Bruno Nogueira,17,Masculino,7º Ano,Não,Nunca,6.2,9.91,9.95
1480,Marcos Gomes,11,Masculino,6º Ano,Não,Nunca,8.89,9.87,9.38
1481,Diego Ramos,9,Masculino,4º Ano,Não,Nunca,5.64,7.1,8.22
1482,Laura Ramos,17,Feminino,7º Ano,Não,Nunca,8.98,6.64,5.79
1483,Gabriela Vieira,16,Feminino,6º Ano,Não,Nunca,7.08,8.53,8.4
1484,Elisa Júnior,18,Feminino,8º Ano,Não,Nunca,6.67,5.49,6.26
1485,Otávio Ibarra,13,Masculino,8º Ano,Sim,Nunca,7.73,5.54,6.79
1486,João Ramos,11,Masculino,6º Ano,Não,Nunca,9.74,6.61,7.9
1487,Elisa Fernandes,7,Feminino,2º Ano,Não,Nunca,7.9,5.54,5.45
1488,Zeca Costa,16,Masculino,6º Ano,Não,Nunca,9.09,8.25,6.54
1489,Zeca Lima,9,Masculino,4º Ano,Não,Nunca,8.09,7.13,6.7
1490,Diego Teixeira,12,Masculino,7º Ano,Não,Nunca,9.68,8.96,6.27
1491,Natália Almeida,8,Feminino,3º Ano,Sim,Nunca,9.97,5.9,5.05
1492,Bruno Almeida,8,Masculino,3º Ano,Não,Nunca,8.5,5.56,5.01
1493,Elisa Pereira,14,Feminino,9º Ano,Não,Nunca,7.69,6.96,9.27
1494,Sofia Barbosa,14,Feminino,9º Ano,Não,Nunca,9.56,8.76,5.03
1495,Patrícia Queiroz,8,Feminino,3º Ano,Não,Nunca,8.64,7.42,5.98
1496,Diego Oliveira,9,Masculino,4º Ano,Não,Nunca,6.46,9.46,5.31
1497,Patrícia Costa,7,Feminino,2º Ano,Não,Nunca,6.42,6.08,7.94
1498,Marcos Teixeira,9,Masculino,4º Ano,Não,Nunca,7.48,8.2,6.62
1499,Fernando Zanetti,8,Masculino,3º Ano,Não,Nunca,8.66,7.66,6.58
1500,Otávio Queiroz,17,Masculino,7º Ano,Não,Nunca,7.34,8.11,7.0
1501,Henrique Nogueira,12,Masculino,7º Ano,Não,Nunca,7.69,9.03,8.9
1502,Otávio Vieira,13,Masculino,8º Ano,Não,Nunca,5.81,6.82,8.16
1503,Zeca Pereira,16,Masculino,6º Ano,Não,Nunca,5.98,5.59,6.6
1504,Ana Barbosa,11,Feminino,6º Ano,Sim,mais de 1 ano,7.85,9.24,5.61
1505,Elisa Ramos,12,Feminino,7º Ano,Sim,mais de 1 ano,5.41,5.88,9.28
1506,Isabela Queiroz,13,Feminino,8º Ano,Não,Nunca,8.7,6.53,6.05
1507,Gabriela Henrique,13,Feminino,8º Ano,Não,Nunca,6.03,7.82,7.32
1508,Laura Almeida,8,Feminino,3º Ano,Não,Nunca,6.91,5.76,8.36
1509,Ana Henrique,18,Feminino,8º Ano,Não,Nunca,6.2,5.89,5.11
1510,Elisa Almeida,17,Feminino,7º Ano,Não,Nunca,8.89,7.24,9.19
1511,Patrícia Lima,9,Feminino,4º Ano,Não,Nunca,9.17,8.59,8.59
1512,Patrícia Almeida,7,Feminino,2º Ano,Não,Nunca,6.52,8.92,7.71
1513,Tiago Júnior,13,Masculino,8º Ano,Não,Nunca,5.32,7.39,7.84
1514,Henrique Lima,17,Masculino,7º Ano,Sim,mais de 1 ano,9.86,6.09,9.78
1515,Carla Martins,9,Feminino,4º Ano,Não,Nunca,7.79,9.55,9.55
1516,João Dias,14,Masculino,9º Ano,Não,Nunca,6.05,9.99,7.75
1517,Ana Júnior,18,Feminino,8º Ano,Não,Nunca,5.8,7.64,8.37
1518,Bruno Oliveira,9,Masculino,4º Ano,Sim,mais de 1 ano,9.7,6.7,6.37
